section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_dependency_count,internal_dependencies,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
Annotated loop syntax and modes,Constructor,False,Seq,38,42,5,stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;expr;instr;loop_mode;stmt;stmt_list;test,18,Guard;Instr;Loop;SCons;SNil;all_origin_none_stmt;base_stmts_preserve_nonalias_goal;erase_stmt;of_loop_stmt;par_trace;par_trace_refines_erased_stmt;parallelize_dim_stmt;seq_trace;seq_trace_refines_erased_stmt;stmt;stmt_list;trace_safe_stmt;vectorize_dim_stmt,0,15,0,3,src/ParallelCodegen.v,131,True,confirmed-external
Annotated loop syntax and modes,Constructor,False,Guard,39,42,4,stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;expr;instr;loop_mode;stmt;stmt_list;test,15,Instr;Loop;SCons;SNil;Seq;all_origin_none_stmt;erase_stmt;of_loop_stmt;par_trace;parallelize_dim_stmt;seq_trace;stmt;stmt_list;trace_safe_stmt;vectorize_dim_stmt,0,14,0,1,src/ParallelCodegen.v,93,True,confirmed-external
Annotated loop syntax and modes,Inductive (mutual),False,stmt_list,40,42,3,stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;expr;instr;loop_mode;stmt;stmt_list;test,24,Guard;Instr;Loop;SCons;SNil;Seq;all_origin_none_stmt;base_stmt_mutind;base_stmts_preserve_nonalias_goal;erase_of_loop_stmt_eq_rec;erase_parallelize_dim_stmt_eq_rec;erase_stmt;erase_vectorize_dim_stmt_eq_rec;has_loopb_stmt;has_vector_modeb_stmt;of_loop_stmt;of_loop_stmt_all_origin_none_rec;par_trace;parallelize_dim_stmt;seq_trace;stmt;trace_safe_stmt;vector_modes_innermostb_stmt;vectorize_dim_stmt,4,25,0,8,src/ParallelCodegen.v,69,True,confirmed-external
Annotated loop syntax and modes,Constructor,False,SNil,41,42,2,stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;expr;instr;loop_mode;stmt;stmt_list;test,15,Guard;Instr;Loop;SCons;Seq;all_origin_none_stmt;erase_stmt;of_loop_stmt;par_trace;parallelize_dim_stmt;seq_trace;stmt;stmt_list;trace_safe_stmt;vectorize_dim_stmt,0,12,0,1,src/ParallelCodegen.v,85,True,confirmed-external
Annotated loop syntax and modes,Constructor,False,SCons,42,42,1,stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;expr;instr;loop_mode;stmt;stmt_list;test,15,Guard;Instr;Loop;SNil;Seq;all_origin_none_stmt;erase_stmt;of_loop_stmt;par_trace;parallelize_dim_stmt;seq_trace;stmt;stmt_list;trace_safe_stmt;vectorize_dim_stmt,0,12,0,1,src/ParallelCodegen.v,97,True,confirmed-external
Annotated loop syntax and modes,Definition,False,t,44,44,1,t,,,0,0,0,2,ident;stmt,14,all_origin_none;base_loop_semantics_aux_implies_loop_semantics;base_loop_semantics_aux_list_implies_iter;erase_parallel;instr;mem;of_loop;par_trace_refines_erased_stmt;parallelize_dim;semantics;seq_trace_refines_erased_stmt;trace_safe;vector_annotations_innermostb;vectorize_dim,1,21,0,558,driver/CPolOpt.v;driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;driver/VerifiedParallelCompilerConfig.v;polygen/CodeGen.v;polygen/PolIRs.v;src/AffineValidator.v;src/CPolIRs.v;src/Extractor.v;src/ISSBoolChecker.v;src/ISSRefinement.v;src/JamValidator.v;src/LoopJamValidator.v;src/ParallelCodegen.v;src/ParallelValidator.v;src/PolyLang.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TPolIRs.v;src/TilingBandDirectRuntime.v;src/TilingBandMixedSecondValidator.v;src/TilingBandPhaseScalarValidator.v;src/TilingBandScheduleValidator.v;src/TilingBoolChecker.v;src/TilingCanonicalScheduleValidator.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v;syntax/SPolIRs.v;syntax/SPolOpt.v;syntax/SVerifiedParallelCompilerConfig.v,3800,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint,False,erase_stmt,46,57,12,erase_stmt,,,0,0,0,9,Guard;Instr;Loop;SCons;SNil;Seq;erase_stmt_list;stmt;stmt_list,15,erase_of_loop_stmt_eq;erase_of_loop_stmt_eq_rec;erase_parallel;erase_parallelize_dim_stmt_eq;erase_parallelize_dim_stmt_eq_rec;erase_stmt_list;erase_vectorize_dim_stmt_eq;erase_vectorize_dim_stmt_eq_rec;loop_semantics_refines_erased;par_trace_forall2_refines_erased;par_trace_refines_erased;par_trace_refines_erased_stmt;seq_trace_forall2_refines_erased;seq_trace_refines_erased;seq_trace_refines_erased_stmt,3,23,0,3,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,erase_stmt_list,53,57,5,erase_stmt,,,0,0,0,10,Guard;Instr;Loop;SCons;SNil;Seq;erase_stmt;erase_stmt_list;stmt;stmt_list,9,erase_of_loop_stmt_eq;erase_of_loop_stmt_eq_rec;erase_parallelize_dim_stmt_eq;erase_parallelize_dim_stmt_eq_rec;erase_stmt;erase_vectorize_dim_stmt_eq;erase_vectorize_dim_stmt_eq_rec;par_trace_refines_erased_stmt;seq_trace_refines_erased_stmt,2,14,0,2,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Definition,False,erase_parallel,59,61,3,erase_parallel,,,0,0,0,2,erase_stmt;t,4,erase_of_loop_eq;erase_parallelize_dim_eq;erase_vectorize_dim_eq;semantics_refines_erased,0,6,0,1,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint,False,parallelize_dim_stmt,63,81,19,parallelize_dim_stmt,,,0,0,0,11,Guard;Instr;Loop;ParMode;SCons;SNil;Seq;SeqMode;parallelize_dim_stmts;stmt;stmt_list,4,erase_parallelize_dim_stmt_eq;erase_parallelize_dim_stmt_eq_rec;parallelize_dim;parallelize_dim_stmts,4,7,0,1,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,parallelize_dim_stmts,77,81,5,parallelize_dim_stmt,,,0,0,0,12,Guard;Instr;Loop;ParMode;SCons;SNil;Seq;SeqMode;parallelize_dim_stmt;parallelize_dim_stmts;stmt;stmt_list,3,erase_parallelize_dim_stmt_eq;erase_parallelize_dim_stmt_eq_rec;parallelize_dim_stmt,2,4,0,1,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Definition,False,parallelize_dim,83,85,3,parallelize_dim,,,0,0,0,2,parallelize_dim_stmt;t,1,erase_parallelize_dim_eq,0,1,0,4,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint,False,vectorize_dim_stmt,87,105,19,vectorize_dim_stmt,,,0,0,0,11,Guard;Instr;Loop;SCons;SNil;Seq;SeqMode;VecMode;stmt;stmt_list;vectorize_dim_stmts,4,erase_vectorize_dim_stmt_eq;erase_vectorize_dim_stmt_eq_rec;vectorize_dim;vectorize_dim_stmts,4,7,0,1,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,vectorize_dim_stmts,101,105,5,vectorize_dim_stmt,,,0,0,0,12,Guard;Instr;Loop;SCons;SNil;Seq;SeqMode;VecMode;stmt;stmt_list;vectorize_dim_stmt;vectorize_dim_stmts,3,erase_vectorize_dim_stmt_eq;erase_vectorize_dim_stmt_eq_rec;vectorize_dim_stmt,2,4,0,1,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Definition,False,vectorize_dim,107,109,3,vectorize_dim,,,0,0,0,2,t;vectorize_dim_stmt,1,erase_vectorize_dim_eq,0,1,0,3,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint,False,has_loopb_stmt,111,122,12,has_loopb_stmt,113,122,10,8,8,3,has_loopb_stmts;stmt;stmt_list,2,has_loopb_stmts;vector_modes_innermostb_stmt,2,3,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,has_loopb_stmts,112,122,11,has_loopb_stmt,113,122,10,8,0,4,has_loopb_stmt;has_loopb_stmts;stmt;stmt_list,1,has_loopb_stmt,2,2,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Fixpoint,False,has_vector_modeb_stmt,124,138,15,has_vector_modeb_stmt,126,138,13,11,11,3,has_vector_modeb_stmts;stmt;stmt_list,2,has_vector_modeb_stmts;vector_annotations_innermostb,4,5,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,has_vector_modeb_stmts,125,138,14,has_vector_modeb_stmt,126,138,13,11,0,4,has_vector_modeb_stmt;has_vector_modeb_stmts;stmt;stmt_list,1,has_vector_modeb_stmt,2,2,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Fixpoint,False,vector_modes_innermostb_stmt,140,154,15,vector_modes_innermostb_stmt,142,154,13,11,11,4,has_loopb_stmt;stmt;stmt_list;vector_modes_innermostb_stmts,2,vector_annotations_innermostb;vector_modes_innermostb_stmts,4,5,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,vector_modes_innermostb_stmts,141,154,14,vector_modes_innermostb_stmt,142,154,13,11,0,5,has_loopb_stmt;stmt;stmt_list;vector_modes_innermostb_stmt;vector_modes_innermostb_stmts,1,vector_modes_innermostb_stmt,2,2,0,0,,0,True,internal-live
"Erasure, tagging, and annotation operations",Definition,False,vector_annotations_innermostb,159,161,3,vector_annotations_innermostb,,,0,0,0,3,has_vector_modeb_stmt;t;vector_modes_innermostb_stmt,0,,0,0,0,4,src/ParallelCodegen.v,0,True,confirmed-external
"Erasure, tagging, and annotation operations",Fixpoint,False,of_loop_stmt,163,174,12,of_loop_stmt,,,0,0,0,10,Guard;Instr;Loop;SCons;SNil;Seq;SeqMode;of_loop_stmt_list;stmt;stmt_list,6,erase_of_loop_stmt_eq;erase_of_loop_stmt_eq_rec;of_loop;of_loop_stmt_all_origin_none;of_loop_stmt_all_origin_none_rec;of_loop_stmt_list,3,8,0,0,,0,False,internal-live
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,of_loop_stmt_list,170,174,5,of_loop_stmt,,,0,0,0,11,Guard;Instr;Loop;SCons;SNil;Seq;SeqMode;of_loop_stmt;of_loop_stmt_list;stmt;stmt_list,5,erase_of_loop_stmt_eq;erase_of_loop_stmt_eq_rec;of_loop_stmt;of_loop_stmt_all_origin_none;of_loop_stmt_all_origin_none_rec,2,6,0,0,,0,False,internal-live
"Erasure, tagging, and annotation operations",Definition,False,of_loop,176,178,3,of_loop,,,0,0,0,2,of_loop_stmt;t,2,erase_of_loop_eq;of_loop_all_origin_none,0,2,0,0,,0,False,internal-live
"Erasure, tagging, and annotation operations",Fixpoint,False,all_origin_none_stmt,180,191,12,all_origin_none_stmt,,,0,0,0,9,Guard;Instr;Loop;SCons;SNil;Seq;all_origin_none_stmts;stmt;stmt_list,4,all_origin_none;all_origin_none_stmts;of_loop_stmt_all_origin_none;of_loop_stmt_all_origin_none_rec,3,6,0,0,,0,False,internal-live
"Erasure, tagging, and annotation operations",Fixpoint (mutual),False,all_origin_none_stmts,187,191,5,all_origin_none_stmt,,,0,0,0,10,Guard;Instr;Loop;SCons;SNil;Seq;all_origin_none_stmt;all_origin_none_stmts;stmt;stmt_list,3,all_origin_none_stmt;of_loop_stmt_all_origin_none;of_loop_stmt_all_origin_none_rec,2,4,0,0,,0,False,internal-live
"Erasure, tagging, and annotation operations",Definition,False,all_origin_none,193,194,2,all_origin_none,,,0,0,0,2,all_origin_none_stmt;t,1,of_loop_all_origin_none,0,1,0,0,,0,False,internal-live
Sequential and parallel trace semantics,Inductive,False,seq_trace,196,220,25,seq_trace,,,0,0,0,17,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_traces;stmt;stmt_list,13,STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;par_trace;par_trace_refines_erased_stmt;seq_trace_forall2_refines_erased;seq_trace_refines_erased;seq_trace_refines_erased_stmt;seq_traces,8,15,0,15,src/LoopJamFusion.v,33,True,confirmed-external
Sequential and parallel trace semantics,Constructor,False,STInstr,197,220,24,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STGuardTrue;STLoop;STSeqStmt;STTracesCons;STTracesNil;seq_trace;seq_traces,0,0,0,0,,3,True,internal-live
Sequential and parallel trace semantics,Constructor,False,STSeqStmt,199,220,22,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STGuardTrue;STInstr;STLoop;STTracesCons;STTracesNil;seq_trace;seq_traces,0,0,0,1,src/LoopJamFusion.v,6,True,confirmed-external
Sequential and parallel trace semantics,Constructor,False,STGuardTrue,202,220,19,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;seq_trace;seq_traces,0,0,0,0,,3,True,internal-live
Sequential and parallel trace semantics,Constructor,False,STGuardFalse,206,220,15,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;seq_trace;seq_traces,0,0,0,0,,3,True,internal-live
Sequential and parallel trace semantics,Constructor,False,STLoop,209,220,12,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STGuardTrue;STInstr;STSeqStmt;STTracesCons;STTracesNil;seq_trace;seq_traces,0,0,0,2,src/LoopJamFusion.v,5,True,confirmed-external
Sequential and parallel trace semantics,Inductive (mutual),False,seq_traces,214,220,7,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,9,STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;seq_trace;seq_trace_refines_erased_stmt,4,5,0,0,,7,True,internal-live
Sequential and parallel trace semantics,Constructor,False,STTracesNil,215,220,6,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;seq_trace;seq_traces,0,0,0,1,src/LoopJamFusion.v,4,True,confirmed-external
Sequential and parallel trace semantics,Constructor,False,STTracesCons,217,220,4,seq_trace,,,0,0,0,18,Guard;Instr;InstrPoint;Loop;SCons;SNil;STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesCons;STTracesNil;Seq;seq_trace;seq_traces;stmt;stmt_list,8,STGuardFalse;STGuardTrue;STInstr;STLoop;STSeqStmt;STTracesNil;seq_trace;seq_traces,0,0,0,2,src/LoopJamFusion.v,5,True,confirmed-external
Sequential and parallel trace semantics,Inductive,False,interleave_family,222,230,9,interleave_family,,,0,0,0,4,IF_nil;IF_skip_nil;IF_take;InstrPoint,3,IF_nil;IF_skip_nil;IF_take,5,5,0,0,,0,False,internal-live
Sequential and parallel trace semantics,Constructor,False,IF_nil,223,230,8,interleave_family,,,0,0,0,5,IF_nil;IF_skip_nil;IF_take;InstrPoint;interleave_family,3,IF_skip_nil;IF_take;interleave_family,0,0,0,0,,0,False,internal-live
Sequential and parallel trace semantics,Constructor,False,IF_skip_nil,225,230,6,interleave_family,,,0,0,0,5,IF_nil;IF_skip_nil;IF_take;InstrPoint;interleave_family,3,IF_nil;IF_take;interleave_family,0,0,0,0,,0,False,internal-live
Sequential and parallel trace semantics,Constructor,False,IF_take,228,230,3,interleave_family,,,0,0,0,5,IF_nil;IF_skip_nil;IF_take;InstrPoint;interleave_family,3,IF_nil;IF_skip_nil;interleave_family,0,0,0,0,,0,False,internal-live
Sequential and parallel trace semantics,Definition,False,family_ordered_permutable,232,237,6,family_ordered_permutable,,,0,0,0,1,InstrPoint,0,,0,0,0,0,,0,False,zero-reference
Sequential and parallel trace semantics,Inductive,False,interleave_safe,239,248,10,interleave_safe,,,0,0,0,4,IS_nil;IS_skip_nil;IS_take;InstrPoint,6,IS_nil;IS_skip_nil;IS_take;interleave_safe_refines_concat;par_trace;par_trace_refines_erased_stmt,5,8,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,IS_nil,240,248,9,interleave_safe,,,0,0,0,5,IS_nil;IS_skip_nil;IS_take;InstrPoint;interleave_safe,3,IS_skip_nil;IS_take;interleave_safe,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,IS_skip_nil,242,248,7,interleave_safe,,,0,0,0,5,IS_nil;IS_skip_nil;IS_take;InstrPoint;interleave_safe,3,IS_nil;IS_take;interleave_safe,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,IS_take,245,248,4,interleave_safe,,,0,0,0,5,IS_nil;IS_skip_nil;IS_take;InstrPoint;interleave_safe,3,IS_nil;IS_skip_nil;interleave_safe,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Inductive,False,par_trace,250,284,35,par_trace,,,0,0,0,24,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_traces;seq_trace;stmt;stmt_list,14,PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;loop_semantics;par_trace_forall2_refines_erased;par_trace_refines_erased;par_trace_refines_erased_stmt;par_traces,11,18,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,PTInstr,251,284,34,par_trace,,,0,0,0,25,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_trace;par_traces;seq_trace;stmt;stmt_list,10,PTGuardFalse;PTGuardTrue;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;par_trace;par_traces,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,PTSeqStmt,253,284,32,par_trace,,,0,0,0,25,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_trace;par_traces;seq_trace;stmt;stmt_list,10,PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTTracesCons;PTTracesNil;par_trace;par_traces,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,PTGuardTrue,256,284,29,par_trace,,,0,0,0,25,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_trace;par_traces;seq_trace;stmt;stmt_list,10,PTGuardFalse;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;par_trace;par_traces,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,PTGuardFalse,260,284,25,par_trace,,,0,0,0,25,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_trace;par_traces;seq_trace;stmt;stmt_list,10,PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;par_trace;par_traces,0,0,0,0,,0,True,internal-live
Sequential and parallel trace semantics,Constructor,False,PTLoopSeq,263,284,22,par_trace,,,0,0,0,25,Guard;Instr;InstrPoint;Loop;PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopSeq;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;ParMode;SCons;SNil;Seq;SeqMode;VecMode;interleave_safe;par_trace;par_traces;seq_trace;stmt;stmt_list,10,PTGuardFalse;PTGuardTrue;PTInstr;PTLoopPar;PTLoopVec;PTSeqStmt;PTTracesCons;PTTracesNil;par_trace;par_traces,0,0,0,0,,0,True,internal-live
