name,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_qualified_count,external_qualified_uses,public_root,public_closure,tactics
app_singleton_cons,Lemma,False,94,103,10,97,103,7,1,compile_link_domain_after_env_from_complete,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
NoDup_map_on,Lemma,False,105,137,33,114,137,24,2,before_ipl_from_retiled_old_nodup;before_ipl_from_retiled_old_nodup_source,0,,7,src/TilingBandScheduleValidator.v:2033;src/TilingBandScheduleValidator.v:2103;src/TilingBandScheduleValidator.v:2223;src/TilingBandScheduleValidator.v:2309;src/TilingBandScheduleValidator.v:2402;src/TilingBandScheduleValidator.v:2571;src/TilingBandScheduleValidator.v:2663,True,True,"{""apply"": 1, ""assert"": 1, ""destruct"": 1, ""eapply"": 3, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
Forall_nth_error,Lemma,False,139,149,11,144,149,6,3,flatten_instrs_retiled_old_member_nth_data;flatten_instrs_retiled_old_member_nth_data_source;flatten_instrs_retiled_old_member_instr_semantics_iff_source,0,,56,src/TilingBandMixedSecondValidator.v:1048;src/TilingBandMixedSecondValidator.v:2355;src/TilingBandScheduleValidator.v:3387;src/TilingBandScheduleValidator.v:3390;src/TilingBandScheduleValidator.v:5749;src/TilingBandScheduleValidator.v:5753;src/TilingBandScheduleValidator.v:6360;src/TilingBandScheduleValidator.v:6366;src/TilingBandScheduleValidator.v:6372;src/TilingBandScheduleValidator.v:6377;src/TilingBandScheduleValidator.v:8793;src/TilingBandScheduleValidator.v:8796;src/TilingBandScheduleValidator.v:10624;src/TilingBandScheduleValidator.v:10638;src/TilingBandScheduleValidator.v:11299;src/TilingBandScheduleValidator.v:11305;src/TilingBandScheduleValidator.v:12189;src/TilingBandScheduleValidator.v:12193;src/TilingBandScheduleValidator.v:13804;src/TilingBandScheduleValidator.v:13809;src/TilingBandScheduleValidator.v:13819;src/TilingBandScheduleValidator.v:13835;src/TilingBandScheduleValidator.v:14339;src/TilingBandScheduleValidator.v:14341;src/TilingBandScheduleValidator.v:14349;src/TilingBandScheduleValidator.v:14365;src/TilingBandScheduleValidator.v:15032;src/TilingBandScheduleValidator.v:15034;src/TilingBandScheduleValidator.v:15070;src/TilingBandScheduleValidator.v:15086;src/TilingBandScheduleValidator.v:15983;src/TilingBandScheduleValidator.v:15987;src/TilingBandScheduleValidator.v:15991;src/TilingBandScheduleValidator.v:15995;src/TilingBandScheduleValidator.v:17716;src/TilingBandScheduleValidator.v:17722;src/TilingBandScheduleValidator.v:19533;src/TilingBandScheduleValidator.v:19541;src/TilingBandScheduleValidator.v:19549;src/TilingBandScheduleValidator.v:19557;src/TilingBandScheduleValidator.v:22444;src/TilingBandScheduleValidator.v:22448;src/TilingBandScheduleValidator.v:22457;src/TilingBandScheduleValidator.v:22473;src/TilingBandScheduleValidator.v:23497;src/TilingBandScheduleValidator.v:23500;src/TilingBandScheduleValidator.v:26637;src/TilingBandScheduleValidator.v:26642;src/TilingBandScheduleValidator.v:27602;src/TilingBandScheduleValidator.v:27608;src/TilingBandScheduleValidator.v:27614;src/TilingBandScheduleValidator.v:27620;src/TilingBandPhaseScalarValidator.v:1126;src/TilingBandPhaseScalarValidator.v:1135;src/TilingBandPhaseScalarValidator.v:1148;src/TilingBandPhaseScalarValidator.v:1165,True,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 2, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
Forall2_nth_error,Lemma,False,151,167,17,157,167,11,2,flatten_instrs_retiled_old_member_nth_data;flatten_instrs_retiled_old_member_nth_data_source,0,,7,src/TilingBandScheduleValidator.v:6382;src/TilingBandScheduleValidator.v:6394;src/TilingBandScheduleValidator.v:8799;src/TilingBandScheduleValidator.v:15040;src/TilingBandScheduleValidator.v:15054;src/TilingBandScheduleValidator.v:15999;src/TilingBandScheduleValidator.v:16008,True,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 2, ""eapply"": 1, ""inversion"": 3, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}"
nth_error_map_some,Lemma,False,169,180,12,173,180,8,7,tiling_rel_pprog_structure_source_before_of_retiled_old_point_belongs_to_nth;before_ipl_from_retiled_old_forward_source;tiling_rel_pprog_structure_source_before_of_retiled_old_instr_semantics_iff_nth;tiling_rel_pprog_structure_source_old_point_belongs_to_nth;before_ipl_from_retiled_old_backward_source;before_ipl_from_retiled_old_nodup_source;flatten_instrs_retiled_old_member_time_stamp_preserved_source,0,,46,src/TilingBandMixedSecondValidator.v:1040;src/TilingBandMixedSecondValidator.v:2347;src/TilingBandScheduleValidator.v:6352;src/TilingBandScheduleValidator.v:6356;src/TilingBandScheduleValidator.v:11282;src/TilingBandScheduleValidator.v:11294;src/TilingBandScheduleValidator.v:12166;src/TilingBandScheduleValidator.v:12177;src/TilingBandScheduleValidator.v:16907;src/TilingBandScheduleValidator.v:16957;src/TilingBandScheduleValidator.v:16968;src/TilingBandScheduleValidator.v:17665;src/TilingBandScheduleValidator.v:17679;src/TilingBandScheduleValidator.v:17693;src/TilingBandScheduleValidator.v:17707;src/TilingBandScheduleValidator.v:17824;src/TilingBandScheduleValidator.v:17837;src/TilingBandScheduleValidator.v:19479;src/TilingBandScheduleValidator.v:19489;src/TilingBandScheduleValidator.v:19499;src/TilingBandScheduleValidator.v:19509;src/TilingBandScheduleValidator.v:19519;src/TilingBandScheduleValidator.v:19529;src/TilingBandScheduleValidator.v:19653;src/TilingBandScheduleValidator.v:19666;src/TilingBandScheduleValidator.v:23266;src/TilingBandScheduleValidator.v:23279;src/TilingBandScheduleValidator.v:26047;src/TilingBandScheduleValidator.v:26052;src/TilingBandScheduleValidator.v:26105;src/TilingBandScheduleValidator.v:26586;src/TilingBandScheduleValidator.v:26600;src/TilingBandScheduleValidator.v:26614;src/TilingBandScheduleValidator.v:26628;src/TilingBandScheduleValidator.v:26773;src/TilingBandScheduleValidator.v:26786;src/TilingBandScheduleValidator.v:27548;src/TilingBandScheduleValidator.v:27558;src/TilingBandScheduleValidator.v:27568;src/TilingBandScheduleValidator.v:27578;src/TilingBandScheduleValidator.v:27588;src/TilingBandScheduleValidator.v:27598;src/TilingBandScheduleValidator.v:27734;src/TilingBandScheduleValidator.v:27747;src/ISSCutSemantics.v:345;src/ISSCutSemantics.v:350,True,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 2, ""eapply"": 1, ""inversion"": 2, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
eval_pinstr_tiling_index_with_env,Definition,False,182,184,3,,,0,23,compose_tiling_instr_point_ext;tiling_rel_pinstr_structure_domain_lifted_compiled;tiling_rel_pinstr_structure_compiled_domain_lifted;tiling_rel_pinstr_structure_source_domain_lifted;tiling_rel_pinstr_structure_compiled_index_complete;tiling_rel_pinstr_structure_compiled_domain_iff;tiling_rel_pinstr_structure_source_transformation_lifted;tiling_rel_pinstr_structure_source_instr_semantics_lifted_iff;tiling_rel_pinstr_structure_waccess_lifted;tiling_rel_pinstr_structure_raccess_lifted;tiling_rel_pinstr_structure_compiled_waccess_lifted;tiling_rel_pinstr_structure_compiled_raccess_lifted;tiling_rel_pprog_structure_compiled_waccess_lifted_nth;tiling_rel_pprog_structure_compiled_raccess_lifted_nth;tiling_rel_pinstr_structure_compiled_old_schedule_lifted;before_of_retiled_old_point_old_of_compose_tiling_instr_point_ext;tiling_rel_pprog_structure_source_before_of_retiled_old_instr_semantics_iff_nth;tiling_rel_pprog_structure_compiled_old_point_belongs_to_nth;before_ipl_from_retiled_old_backward;tiling_rel_pprog_structure_source_old_point_belongs_to_nth;tiling_rel_pprog_structure_source_before_point_has_retiled_old_preimage_nth;before_ipl_from_retiled_old_backward_source;tiling_rel_pprog_structure_compiled_new_point_belongs_to_nth,1,pinstr_tiling_witness,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
compile_ge_affine_row_to_constraint,Definition,False,186,187,2,,,0,4,lower_link_constraint_after_env;upper_link_constraint_after_env;compile_ge_affine_row_to_constraint_sound;compile_ge_affine_row_to_constraint_complete,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
lower_link_affine_row_after_env,Definition,False,189,199,11,,,0,3,lower_link_constraint_after_env;eval_lower_link_affine_row_after_env;lower_link_affine_row_after_env_sound,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
upper_link_affine_row_after_env,Definition,False,201,211,11,,,0,3,upper_link_constraint_after_env;eval_upper_link_affine_row_after_env;upper_link_affine_row_after_env_sound,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
lower_link_constraint_after_env,Definition,False,213,216,4,,,0,4,compile_link_domain_after_env_from;lower_link_constraint_after_env_sound;lower_link_constraint_after_env_complete;compile_link_domain_after_env_from_sound,2,compile_ge_affine_row_to_constraint;lower_link_affine_row_after_env,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
upper_link_constraint_after_env,Definition,False,218,221,4,,,0,4,compile_link_domain_after_env_from;upper_link_constraint_after_env_sound;upper_link_constraint_after_env_complete;compile_link_domain_after_env_from_sound,2,compile_ge_affine_row_to_constraint;upper_link_affine_row_after_env,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
compile_link_domain_after_env_from,Fixpoint,False,223,231,9,,,0,4,compile_link_domain_after_env_from;compile_link_domain_after_env;compile_link_domain_after_env_from_sound;compile_link_domain_after_env_from_complete,3,lower_link_constraint_after_env;upper_link_constraint_after_env;compile_link_domain_after_env_from,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
compile_link_domain_after_env,Definition,False,233,235,3,,,0,4,witness_matches_compiled_link_domain;compiled_pinstr_tiling_witness;compile_link_domain_after_env_sound;compile_link_domain_after_env_complete,1,compile_link_domain_after_env_from,0,,False,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
lifted_base_domain_after_env,Definition,False,237,241,5,,,0,7,tiling_rel_pinstr_structure;tiling_rel_pinstr_structure_source;tiling_rel_pinstr_structure_domain_decompose;tiling_rel_pinstr_structure_domain_lifted_compiled;tiling_rel_pinstr_structure_source_domain_lifted;tiling_rel_pinstr_structure_compiled_domain_complete;tiling_rel_pinstr_structure_source_domain_complete,2,lift_constraint_after_env;pinstr_tiling_witness,3,src/TilingValidator.v:893;src/TilingBoolChecker.v:189;src/TilingBoolChecker.v:221,True,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
lifted_accesses_after_env,Definition,False,243,248,6,,,0,3,tiling_rel_pinstr_structure;tiling_rel_pinstr_structure_waccess_exact_cells;tiling_rel_pinstr_structure_raccess_exact_cells,2,lift_access_after_env;pinstr_tiling_witness,2,src/TilingBoolChecker.v:192;src/TilingBoolChecker.v:195,True,True,"{""apply"": 0, ""assert"": 0, ""destruct"": 0, ""eapply"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}"
