kind,name,qualified_name,module,section,start_line,end_line,span,proof_start,proof_end,proof_span,proof_body_nonblank,terminal,internal_callees,internal_callers,external_use_count,external_locations,reachable_from_external_entry,responsibility,theoretical_complexity,readability_issue,priority,rewrite_risk,api_constraint
"Definition","run_pluto_phase_pipeline_with_iss","TilingValidator.TilingPolIRs.run_pluto_phase_pipeline_with_iss","TilingValidator.TilingPolIRs","POLIRS adapter stubs","55","56","2","","","0","0","definition","phase_scop_scheduler_with_iss","","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","diamond_phase_scop_scheduler","TilingValidator.TilingPolIRs.diamond_phase_scop_scheduler","TilingValidator.TilingPolIRs","POLIRS adapter stubs","57","59","3","","","0","0","definition","","run_pluto_diamond_phase_pipeline","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","run_pluto_diamond_phase_pipeline","TilingValidator.TilingPolIRs.run_pluto_diamond_phase_pipeline","TilingValidator.TilingPolIRs","POLIRS adapter stubs","60","61","2","","","0","0","definition","diamond_phase_scop_scheduler","","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","diamond_phase_scop_scheduler_with_iss","TilingValidator.TilingPolIRs.diamond_phase_scop_scheduler_with_iss","TilingValidator.TilingPolIRs","POLIRS adapter stubs","62","64","3","","","0","0","definition","","run_pluto_diamond_phase_pipeline_with_iss","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","run_pluto_diamond_phase_pipeline_with_iss","TilingValidator.TilingPolIRs.run_pluto_diamond_phase_pipeline_with_iss","TilingValidator.TilingPolIRs","POLIRS adapter stubs","65","66","2","","","0","0","definition","diamond_phase_scop_scheduler_with_iss","","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","infer_iss_from_source_scop","TilingValidator.TilingPolIRs.infer_iss_from_source_scop","TilingValidator.TilingPolIRs","POLIRS adapter stubs","67","70","4","","","0","0","definition","","","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","infer_tiling_witness_scops","TilingValidator.TilingPolIRs.infer_tiling_witness_scops","TilingValidator.TilingPolIRs","POLIRS adapter stubs","71","73","3","","","0","0","definition","","","0","","no","Satisfy the broad POLIRS signature so AffineValidator and PrepareCodegen can be instantiated over the internal tiling PolyLang.","none","Intentional inert stub; architectural noise caused by over-broad downstream functor signatures.","P2","high","Module signature field; do not change locally unless functor interfaces are narrowed project-wide."
"Definition","outer_to_tiling_pinstr","TilingValidator.outer_to_tiling_pinstr","TilingValidator","representation conversions","81","94","14","","","0","0","definition","","outer_to_tiling_belongs_to_iff;outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff;outer_to_tiling_instance_list_semantics_iff;outer_to_tiling_pprog;outer_to_tiling_wf_pinstr_affine;outer_to_tiling_wf_pinstr_general;tiling_to_outer_pprog_outer_to_tiling","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","outer_to_tiling_pprog","TilingValidator.outer_to_tiling_pprog","TilingValidator","representation conversions","96","99","4","","","0","0","definition","outer_to_tiling_pinstr","checked_tiling_validate_outer;checked_tiling_validate_outer_correct;checked_tiling_validate_outer_implies_wf_after;import_canonical_tiled_after_outer;outer_to_tiling_instance_list_semantics_iff;outer_to_tiling_poly_instance_list_semantics_iff;outer_to_tiling_wf_pprog_affine;outer_to_tiling_wf_pprog_general;tiling_to_outer_pprog_outer_to_tiling;to_tiling_pprog","13","./src/TilingBandDirectRuntime.v:477;./src/TilingBandDirectRuntime.v:478;./src/TilingBandDirectRuntime.v:487;./src/TilingBandDirectRuntime.v:489;./src/TilingBandDirectRuntime.v:559;./src/TilingBandDirectRuntime.v:560;./src/TilingBandScheduleValidator.v:8940;./src/TilingBandScheduleValidator.v:8941;./src/TilingCanonicalScheduleValidator.v:189;./src/TilingCanonicalScheduleValidator.v:190;./src/TilingCanonicalScheduleValidator.v:261;./src/TilingCanonicalScheduleValidator.v:262;./src/Validator.v:95","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","to_tiling_pprog","TilingValidator.to_tiling_pprog","TilingValidator","representation conversions","103","103","1","","","0","0","definition","outer_to_tiling_pprog","","1","./src/Validator.v:93","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","outer_to_tiling_ip","TilingValidator.outer_to_tiling_ip","TilingValidator","representation conversions","105","114","10","","","0","0","definition","","outer_to_tiling_belongs_to_iff;outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff;outer_to_tiling_instr_point_sched_le_iff;outer_to_tiling_instr_point_sema_iff;outer_to_tiling_ipl;outer_to_tiling_np_lt_iff","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","outer_to_tiling_ipl","TilingValidator.outer_to_tiling_ipl","TilingValidator","representation conversions","116","118","3","","","0","0","definition","outer_to_tiling_ip","NoDup_outer_to_tiling_ipl;Sorted_outer_to_tiling_ipl;outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff;outer_to_tiling_instr_point_list_semantics;outer_to_tiling_instr_point_list_semantics_iff;outer_to_tiling_ipl_tiling_to_outer;tiling_to_outer_ipl_outer_to_tiling","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","tiling_to_outer_ip","TilingValidator.tiling_to_outer_ip","TilingValidator","representation conversions","120","129","10","","","0","0","definition","","NoDup_tiling_to_outer_ipl;Sorted_tiling_to_outer_ipl;outer_to_tiling_ipl_tiling_to_outer;tiling_to_outer_instr_point_list_semantics;tiling_to_outer_instr_point_sched_le_iff;tiling_to_outer_instr_point_sema_iff;tiling_to_outer_ipl;tiling_to_outer_ipl_outer_to_tiling;tiling_to_outer_np_lt_iff","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","tiling_to_outer_ipl","TilingValidator.tiling_to_outer_ipl","TilingValidator","representation conversions","131","133","3","","","0","0","definition","tiling_to_outer_ip","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","tiling_to_outer_pinstr","TilingValidator.tiling_to_outer_pinstr","TilingValidator","representation conversions","135","148","14","","","0","0","definition","","tiling_to_outer_pprog;tiling_to_outer_pprog_outer_to_tiling;tiling_to_outer_wf_pinstr_general","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","tiling_to_outer_pprog","TilingValidator.tiling_to_outer_pprog","TilingValidator","representation conversions","150","153","4","","","0","0","definition","tiling_to_outer_pinstr","from_tiling_pprog;import_canonical_tiled_after_outer;tiling_to_outer_pprog_outer_to_tiling;tiling_to_outer_wf_pprog_general","0","","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Definition","from_tiling_pprog","TilingValidator.from_tiling_pprog","TilingValidator","representation conversions","155","155","1","","","0","0","definition","tiling_to_outer_pprog","","1","./src/Validator.v:94","yes","Copy field-identical records/lists between outer PolIRs.PolyLang and the separately instantiated internal Tiling.PL.","none","Repeated manual isomorphism lacks a single packaged inverse/injectivity interface.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_wf_pinstr_affine","TilingValidator.outer_to_tiling_wf_pinstr_affine","TilingValidator","well-formedness transport","157","166","10","161","166","6","4","Qed","outer_to_tiling_pinstr","outer_to_tiling_wf_pprog_affine","0","","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_wf_pprog_affine","TilingValidator.outer_to_tiling_wf_pprog_affine","TilingValidator","well-formedness transport","168","184","17","172","184","13","11","Qed","outer_to_tiling_pprog;outer_to_tiling_wf_pinstr_affine","","1","./src/TilingBandDirectRuntime.v:513","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_wf_pinstr_general","TilingValidator.outer_to_tiling_wf_pinstr_general","TilingValidator","well-formedness transport","186","195","10","190","195","6","4","Qed","outer_to_tiling_pinstr","outer_to_tiling_wf_pprog_general","0","","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_wf_pprog_general","TilingValidator.outer_to_tiling_wf_pprog_general","TilingValidator","well-formedness transport","197","213","17","201","213","13","11","Qed","outer_to_tiling_pprog;outer_to_tiling_wf_pinstr_general","","1","./src/TilingBandDirectRuntime.v:528","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_wf_pinstr_general","TilingValidator.tiling_to_outer_wf_pinstr_general","TilingValidator","well-formedness transport","215","224","10","219","224","6","4","Qed","tiling_to_outer_pinstr","tiling_to_outer_wf_pprog_general","0","","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_wf_pprog_general","TilingValidator.tiling_to_outer_wf_pprog_general","TilingValidator","well-formedness transport","226","242","17","230","242","13","11","Qed","tiling_to_outer_pprog;tiling_to_outer_wf_pinstr_general","checked_tiling_validate_outer_implies_wf_after","0","","yes","Transport affine/general well-formedness through the representation copy.","none","Forward record-copy wrappers repeat the same map-membership proof shape.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","nth_error_map_inv","TilingValidator.nth_error_map_inv","TilingValidator","point/list bridge lemmas","244","258","15","250","258","9","7","Qed","","outer_to_tiling_flatten_instrs_iff","1","./src/TilingBandScheduleValidator.v:17227","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Generic list lemma duplicated elsewhere; prefer the pinned Rocq/ListExt nth_error_map facts and keep this name only as a compatibility wrapper.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","nth_error_map","TilingValidator.nth_error_map","TilingValidator","point/list bridge lemmas","260","270","11","264","270","7","5","Qed","","outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Generic list lemma duplicated elsewhere; prefer the pinned Rocq/ListExt nth_error_map facts and keep this name only as a compatibility wrapper.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_belongs_to_iff","TilingValidator.outer_to_tiling_belongs_to_iff","TilingValidator","point/list bridge lemmas","272","282","11","276","282","7","5","Qed","outer_to_tiling_ip;outer_to_tiling_pinstr","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_np_lt_iff","TilingValidator.outer_to_tiling_np_lt_iff","TilingValidator","point/list bridge lemmas","284","293","10","288","293","6","4","Qed","outer_to_tiling_ip","Sorted_outer_to_tiling_ipl","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_np_lt_iff","TilingValidator.tiling_to_outer_np_lt_iff","TilingValidator","point/list bridge lemmas","295","304","10","299","304","6","4","Qed","tiling_to_outer_ip","Sorted_tiling_to_outer_ipl","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_instr_point_sched_le_iff","TilingValidator.outer_to_tiling_instr_point_sched_le_iff","TilingValidator","point/list bridge lemmas","306","316","11","311","316","6","4","Qed","outer_to_tiling_ip","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_instr_point_sched_le_iff","TilingValidator.tiling_to_outer_instr_point_sched_le_iff","TilingValidator","point/list bridge lemmas","318","329","12","323","329","7","5","Qed","tiling_to_outer_ip","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_instr_point_sema_iff","TilingValidator.outer_to_tiling_instr_point_sema_iff","TilingValidator","point/list bridge lemmas","331","346","16","335","346","12","10","Qed","outer_to_tiling_ip","outer_to_tiling_instr_point_list_semantics","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_instr_point_sema_iff","TilingValidator.tiling_to_outer_instr_point_sema_iff","TilingValidator","point/list bridge lemmas","348","363","16","352","363","12","10","Qed","tiling_to_outer_ip","tiling_to_outer_instr_point_list_semantics","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_ipl_outer_to_tiling","TilingValidator.tiling_to_outer_ipl_outer_to_tiling","TilingValidator","point/list bridge lemmas","365","373","9","368","373","6","4","Qed","outer_to_tiling_ipl;tiling_to_outer_ip","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff;outer_to_tiling_instr_point_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_ipl_tiling_to_outer","TilingValidator.outer_to_tiling_ipl_tiling_to_outer","TilingValidator","point/list bridge lemmas","375","383","9","378","383","6","4","Qed","outer_to_tiling_ipl;tiling_to_outer_ip","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_instr_point_list_semantics","TilingValidator.outer_to_tiling_instr_point_list_semantics","TilingValidator","point/list bridge lemmas","385","400","16","389","400","12","10","Qed","outer_to_tiling_instr_point_sema_iff;outer_to_tiling_ipl","outer_to_tiling_instr_point_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","tiling_to_outer_instr_point_list_semantics","TilingValidator.tiling_to_outer_instr_point_list_semantics","TilingValidator","point/list bridge lemmas","402","417","16","406","417","12","10","Qed","tiling_to_outer_instr_point_sema_iff;tiling_to_outer_ip","outer_to_tiling_instr_point_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_instr_point_list_semantics_iff","TilingValidator.outer_to_tiling_instr_point_list_semantics_iff","TilingValidator","point/list bridge lemmas","419","431","13","423","431","9","7","Qed","outer_to_tiling_instr_point_list_semantics;outer_to_tiling_ipl;tiling_to_outer_instr_point_list_semantics;tiling_to_outer_ipl_outer_to_tiling","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","NoDup_outer_to_tiling_ipl","TilingValidator.NoDup_outer_to_tiling_ipl","TilingValidator","point/list bridge lemmas","433","451","19","437","451","15","13","Qed","outer_to_tiling_ipl","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","NoDup_tiling_to_outer_ipl","TilingValidator.NoDup_tiling_to_outer_ipl","TilingValidator","point/list bridge lemmas","453","471","19","457","471","15","13","Qed","tiling_to_outer_ip","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","Sorted_outer_to_tiling_ipl","TilingValidator.Sorted_outer_to_tiling_ipl","TilingValidator","point/list bridge lemmas","473","489","17","477","489","13","11","Qed","outer_to_tiling_ipl;outer_to_tiling_np_lt_iff","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","Sorted_tiling_to_outer_ipl","TilingValidator.Sorted_tiling_to_outer_ipl","TilingValidator","point/list bridge lemmas","491","507","17","495","507","13","11","Qed","tiling_to_outer_ip;tiling_to_outer_np_lt_iff","outer_to_tiling_flatten_instr_nth_iff;outer_to_tiling_flatten_instrs_iff","0","","yes","Transport point membership, ordering, instruction semantics, NoDup, Sorted, and list semantics across the representation isomorphism.","low","Paired directional lemmas manually repeat an unbundled record/list isomorphism.","P1","low","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_flatten_instr_nth_iff","TilingValidator.outer_to_tiling_flatten_instr_nth_iff","TilingValidator","flatten semantics bridge","509","619","111","514","619","106","104","Qed","NoDup_outer_to_tiling_ipl;NoDup_tiling_to_outer_ipl;Sorted_outer_to_tiling_ipl;Sorted_tiling_to_outer_ipl;outer_to_tiling_belongs_to_iff;outer_to_tiling_ip;outer_to_tiling_ipl;outer_to_tiling_pinstr;tiling_to_outer_ipl_outer_to_tiling","","0","","no","Transport flatten_instr_nth/flatten_instrs, including membership, environment prefix, uniqueness, and sorting.","medium structural","106 proof lines, zero repository callers, and nearly all reasoning is duplicated by outer_to_tiling_flatten_instrs_iff.","P0","low-medium","Preserve exported name and type; use private helpers or forwarding wrapper."
"Lemma","outer_to_tiling_flatten_instrs_iff","TilingValidator.outer_to_tiling_flatten_instrs_iff","TilingValidator","flatten semantics bridge","621","738","118","626","738","113","111","Qed","NoDup_outer_to_tiling_ipl;NoDup_tiling_to_outer_ipl;Sorted_outer_to_tiling_ipl;Sorted_tiling_to_outer_ipl;nth_error_map;nth_error_map_inv;outer_to_tiling_belongs_to_iff;outer_to_tiling_ip;outer_to_tiling_ipl;outer_to_tiling_pinstr;tiling_to_outer_ipl_outer_to_tiling","outer_to_tiling_poly_instance_list_semantics_iff","0","","yes","Transport flatten_instr_nth/flatten_instrs, including membership, environment prefix, uniqueness, and sorting.","medium structural","113 proof lines on the live semantics path; manually duplicates both directions, record reconstruction, nth_error map transport, NoDup, and Sorted.","P0","medium","Preserve exported name and type; use private helpers or forwarding wrapper."
